epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.63E+12,2021-09-29T13.36.38.020,7.168,-0.603,0.672,0.492
1.63E+12,2021-09-29T13.36.38.024,7.172,-0.617,0.678,0.492
1.63E+12,2021-09-29T13.36.38.029,7.177,-0.626,0.681,0.494
1.63E+12,2021-09-29T13.36.38.035,7.183,-0.632,0.687,0.495
1.63E+12,2021-09-29T13.36.38.039,7.187,-0.643,0.697,0.492
1.63E+12,2021-09-29T13.36.38.045,7.193,-0.649,0.703,0.492
1.63E+12,2021-09-29T13.36.38.049,7.197,-0.651,0.706,0.493
1.63E+12,2021-09-29T13.36.38.055,7.203,-0.647,0.71,0.49
1.63E+12,2021-09-29T13.36.38.059,7.207,-0.645,0.711,0.487
1.63E+12,2021-09-29T13.36.38.064,7.212,-0.641,0.706,0.489
1.63E+12,2021-09-29T13.36.38.070,7.218,-0.63,0.701,0.494
1.63E+12,2021-09-29T13.36.38.074,7.222,-0.624,0.689,0.496
1.63E+12,2021-09-29T13.36.38.080,7.228,-0.616,0.678,0.494
1.63E+12,2021-09-29T13.36.38.084,7.232,-0.611,0.667,0.494
1.63E+12,2021-09-29T13.36.38.090,7.238,-0.604,0.663,0.499
1.63E+12,2021-09-29T13.36.38.095,7.243,-0.603,0.662,0.497
1.63E+12,2021-09-29T13.36.38.099,7.247,-0.604,0.664,0.494
1.63E+12,2021-09-29T13.36.38.105,7.253,-0.611,0.672,0.495
1.63E+12,2021-09-29T13.36.38.109,7.257,-0.624,0.688,0.499
1.63E+12,2021-09-29T13.36.38.115,7.263,-0.64,0.701,0.491
1.63E+12,2021-09-29T13.36.38.119,7.267,-0.648,0.709,0.492
1.63E+12,2021-09-29T13.36.38.125,7.273,-0.65,0.717,0.492
1.63E+12,2021-09-29T13.36.38.130,7.278,-0.653,0.713,0.497
1.63E+12,2021-09-29T13.36.38.136,7.284,-0.65,0.709,0.493
1.63E+12,2021-09-29T13.36.38.140,7.288,-0.643,0.697,0.493
1.63E+12,2021-09-29T13.36.38.144,7.292,-0.634,0.688,0.495
1.63E+12,2021-09-29T13.36.38.150,7.298,-0.626,0.683,0.494
1.63E+12,2021-09-29T13.36.38.155,7.303,-0.619,0.673,0.497
1.63E+12,2021-09-29T13.36.38.161,7.309,-0.615,0.669,0.499
1.63E+12,2021-09-29T13.36.38.165,7.313,-0.607,0.672,0.499
1.63E+12,2021-09-29T13.36.38.171,7.319,-0.604,0.674,0.493
1.63E+12,2021-09-29T13.36.38.175,7.323,-0.609,0.674,0.493
1.63E+12,2021-09-29T13.36.38.180,7.328,-0.617,0.675,0.493
1.63E+12,2021-09-29T13.36.38.185,7.333,-0.62,0.684,0.493
1.63E+12,2021-09-29T13.36.38.190,7.338,-0.63,0.69,0.495
1.63E+12,2021-09-29T13.36.38.196,7.344,-0.64,0.693,0.495
1.63E+12,2021-09-29T13.36.38.200,7.348,-0.644,0.701,0.492
1.63E+12,2021-09-29T13.36.38.206,7.354,-0.652,0.705,0.491
1.63E+12,2021-09-29T13.36.38.210,7.358,-0.651,0.71,0.49
1.63E+12,2021-09-29T13.36.38.215,7.363,-0.645,0.708,0.492
1.63E+12,2021-09-29T13.36.38.221,7.369,-0.639,0.701,0.494
1.63E+12,2021-09-29T13.36.38.225,7.373,-0.633,0.693,0.492
1.63E+12,2021-09-29T13.36.38.231,7.379,-0.624,0.683,0.496
1.63E+12,2021-09-29T13.36.38.235,7.383,-0.615,0.673,0.495
1.63E+12,2021-09-29T13.36.38.241,7.389,-0.612,0.669,0.495
1.63E+12,2021-09-29T13.36.38.245,7.393,-0.606,0.667,0.498
1.63E+12,2021-09-29T13.36.38.250,7.398,-0.609,0.666,0.496
1.63E+12,2021-09-29T13.36.38.256,7.404,-0.613,0.668,0.499
1.63E+12,2021-09-29T13.36.38.260,7.408,-0.618,0.678,0.494
1.63E+12,2021-09-29T13.36.38.266,7.414,-0.629,0.688,0.493
1.63E+12,2021-09-29T13.36.38.270,7.418,-0.638,0.698,0.495
1.63E+12,2021-09-29T13.36.38.276,7.424,-0.645,0.705,0.492
1.63E+12,2021-09-29T13.36.38.281,7.429,-0.647,0.708,0.491
1.63E+12,2021-09-29T13.36.38.286,7.434,-0.646,0.71,0.493
1.63E+12,2021-09-29T13.36.38.291,7.439,-0.646,0.705,0.49
1.63E+12,2021-09-29T13.36.38.295,7.443,-0.639,0.698,0.489
1.63E+12,2021-09-29T13.36.38.301,7.449,-0.636,0.69,0.493
1.63E+12,2021-09-29T13.36.38.306,7.454,-0.63,0.686,0.494
1.63E+12,2021-09-29T13.36.38.311,7.459,-0.623,0.679,0.492
1.63E+12,2021-09-29T13.36.38.316,7.464,-0.615,0.677,0.495
1.63E+12,2021-09-29T13.36.38.322,7.47,-0.613,0.674,0.494
1.63E+12,2021-09-29T13.36.38.326,7.474,-0.609,0.67,0.495
1.63E+12,2021-09-29T13.36.38.330,7.478,-0.607,0.673,0.495
1.63E+12,2021-09-29T13.36.38.336,7.484,-0.611,0.68,0.497
1.63E+12,2021-09-29T13.36.38.341,7.489,-0.624,0.686,0.49
1.63E+12,2021-09-29T13.36.38.347,7.495,-0.632,0.69,0.495
1.63E+12,2021-09-29T13.36.38.351,7.499,-0.64,0.7,0.494
1.63E+12,2021-09-29T13.36.38.357,7.505,-0.647,0.703,0.491
1.63E+12,2021-09-29T13.36.38.361,7.509,-0.647,0.707,0.489
1.63E+12,2021-09-29T13.36.38.366,7.514,-0.645,0.704,0.491
1.63E+12,2021-09-29T13.36.38.371,7.519,-0.64,0.699,0.495
1.63E+12,2021-09-29T13.36.38.376,7.524,-0.634,0.697,0.49
1.63E+12,2021-09-29T13.36.38.382,7.53,-0.629,0.69,0.493
1.63E+12,2021-09-29T13.36.38.386,7.534,-0.625,0.686,0.494
1.63E+12,2021-09-29T13.36.38.392,7.54,-0.617,0.68,0.49
1.63E+12,2021-09-29T13.36.38.396,7.544,-0.615,0.673,0.498
1.63E+12,2021-09-29T13.36.38.401,7.549,-0.614,0.67,0.495
1.63E+12,2021-09-29T13.36.38.407,7.555,-0.61,0.673,0.495
1.63E+12,2021-09-29T13.36.38.411,7.559,-0.616,0.676,0.496
1.63E+12,2021-09-29T13.36.38.417,7.565,-0.621,0.678,0.493
1.63E+12,2021-09-29T13.36.38.421,7.569,-0.627,0.689,0.491
1.63E+12,2021-09-29T13.36.38.427,7.575,-0.634,0.695,0.495
1.63E+12,2021-09-29T13.36.38.432,7.58,-0.64,0.7,0.492
1.63E+12,2021-09-29T13.36.38.436,7.584,-0.645,0.706,0.489
1.63E+12,2021-09-29T13.36.38.442,7.59,-0.647,0.705,0.491
1.63E+12,2021-09-29T13.36.38.446,7.594,-0.64,0.703,0.491
1.63E+12,2021-09-29T13.36.38.452,7.6,-0.639,0.7,0.493
1.63E+12,2021-09-29T13.36.38.456,7.604,-0.635,0.692,0.496
1.63E+12,2021-09-29T13.36.38.462,7.61,-0.629,0.683,0.493
1.63E+12,2021-09-29T13.36.38.467,7.615,-0.62,0.678,0.493
1.63E+12,2021-09-29T13.36.38.473,7.621,-0.613,0.675,0.494
1.63E+12,2021-09-29T13.36.38.477,7.625,-0.61,0.673,0.494
1.63E+12,2021-09-29T13.36.38.481,7.629,-0.611,0.674,0.496
1.63E+12,2021-09-29T13.36.38.487,7.635,-0.618,0.678,0.496
1.63E+12,2021-09-29T13.36.38.492,7.64,-0.621,0.683,0.493
1.63E+12,2021-09-29T13.36.38.497,7.645,-0.625,0.685,0.493
1.63E+12,2021-09-29T13.36.38.502,7.65,-0.634,0.694,0.495
1.63E+12,2021-09-29T13.36.38.508,7.656,-0.64,0.697,0.492
1.63E+12,2021-09-29T13.36.38.512,7.66,-0.644,0.699,0.496
1.63E+12,2021-09-29T13.36.38.516,7.664,-0.644,0.701,0.497
1.63E+12,2021-09-29T13.36.38.522,7.67,-0.646,0.702,0.495
1.63E+12,2021-09-29T13.36.38.527,7.675,-0.642,0.7,0.489
1.63E+12,2021-09-29T13.36.38.533,7.681,-0.637,0.693,0.494
1.63E+12,2021-09-29T13.36.38.537,7.685,-0.63,0.691,0.496
1.63E+12,2021-09-29T13.36.38.543,7.691,-0.625,0.684,0.494
1.63E+12,2021-09-29T13.36.38.547,7.695,-0.622,0.68,0.491
1.63E+12,2021-09-29T13.36.38.552,7.7,-0.614,0.674,0.498
1.63E+12,2021-09-29T13.36.38.557,7.705,-0.614,0.675,0.499
1.63E+12,2021-09-29T13.36.38.562,7.71,-0.616,0.675,0.493
1.63E+12,2021-09-29T13.36.38.568,7.716,-0.617,0.678,0.492
1.63E+12,2021-09-29T13.36.38.572,7.72,-0.624,0.682,0.495
1.63E+12,2021-09-29T13.36.38.578,7.726,-0.63,0.691,0.495
1.63E+12,2021-09-29T13.36.38.582,7.73,-0.636,0.695,0.493
1.63E+12,2021-09-29T13.36.38.587,7.735,-0.641,0.699,0.492
1.63E+12,2021-09-29T13.36.38.593,7.741,-0.643,0.703,0.491
1.63E+12,2021-09-29T13.36.38.597,7.745,-0.642,0.702,0.492
1.63E+12,2021-09-29T13.36.38.603,7.751,-0.642,0.696,0.492
1.63E+12,2021-09-29T13.36.38.607,7.755,-0.636,0.691,0.493
1.63E+12,2021-09-29T13.36.38.613,7.761,-0.631,0.689,0.491
1.63E+12,2021-09-29T13.36.38.618,7.766,-0.623,0.684,0.495
1.63E+12,2021-09-29T13.36.38.623,7.771,-0.62,0.68,0.495
1.63E+12,2021-09-29T13.36.38.628,7.776,-0.62,0.677,0.495
1.63E+12,2021-09-29T13.36.38.632,7.78,-0.623,0.678,0.495
1.63E+12,2021-09-29T13.36.38.638,7.786,-0.62,0.678,0.492
1.63E+12,2021-09-29T13.36.38.642,7.79,-0.619,0.679,0.49
1.63E+12,2021-09-29T13.36.38.648,7.796,-0.62,0.682,0.496
1.63E+12,2021-09-29T13.36.38.653,7.801,-0.626,0.685,0.497
1.63E+12,2021-09-29T13.36.38.659,7.807,-0.631,0.69,0.494
1.63E+12,2021-09-29T13.36.38.663,7.811,-0.638,0.696,0.496
1.63E+12,2021-09-29T13.36.38.667,7.815,-0.642,0.7,0.495
1.63E+12,2021-09-29T13.36.38.673,7.821,-0.644,0.702,0.491
1.63E+12,2021-09-29T13.36.38.678,7.826,-0.64,0.7,0.494
1.63E+12,2021-09-29T13.36.38.683,7.831,-0.639,0.694,0.491
1.63E+12,2021-09-29T13.36.38.688,7.836,-0.635,0.69,0.494
1.63E+12,2021-09-29T13.36.38.694,7.842,-0.627,0.688,0.494
1.63E+12,2021-09-29T13.36.38.698,7.846,-0.622,0.682,0.492
1.63E+12,2021-09-29T13.36.38.703,7.851,-0.623,0.681,0.495
1.63E+12,2021-09-29T13.36.38.708,7.856,-0.621,0.679,0.497
1.63E+12,2021-09-29T13.36.38.713,7.861,-0.619,0.678,0.491
1.63E+12,2021-09-29T13.36.38.719,7.867,-0.619,0.677,0.49
1.63E+12,2021-09-29T13.36.38.723,7.871,-0.62,0.682,0.494
1.63E+12,2021-09-29T13.36.38.729,7.877,-0.621,0.684,0.493
1.63E+12,2021-09-29T13.36.38.733,7.881,-0.628,0.687,0.492
1.63E+12,2021-09-29T13.36.38.739,7.887,-0.635,0.694,0.491
1.63E+12,2021-09-29T13.36.38.744,7.892,-0.641,0.697,0.494
1.63E+12,2021-09-29T13.36.38.748,7.896,-0.639,0.695,0.494
1.63E+12,2021-09-29T13.36.38.754,7.902,-0.637,0.7,0.491
1.63E+12,2021-09-29T13.36.38.758,7.906,-0.636,0.697,0.491
1.63E+12,2021-09-29T13.36.38.764,7.912,-0.634,0.693,0.492
1.63E+12,2021-09-29T13.36.38.768,7.916,-0.633,0.69,0.495
1.63E+12,2021-09-29T13.36.38.774,7.922,-0.626,0.688,0.494
1.63E+12,2021-09-29T13.36.38.779,7.927,-0.622,0.685,0.492
1.63E+12,2021-09-29T13.36.38.783,7.931,-0.619,0.683,0.49
1.63E+12,2021-09-29T13.36.38.789,7.937,-0.62,0.679,0.493
1.63E+12,2021-09-29T13.36.38.793,7.941,-0.62,0.679,0.493
1.63E+12,2021-09-29T13.36.38.799,7.947,-0.62,0.681,0.491
1.63E+12,2021-09-29T13.36.38.804,7.952,-0.625,0.685,0.493
1.63E+12,2021-09-29T13.36.38.809,7.957,-0.629,0.689,0.491
1.63E+12,2021-09-29T13.36.38.814,7.962,-0.633,0.692,0.494
1.63E+12,2021-09-29T13.36.38.818,7.966,-0.636,0.697,0.494
1.63E+12,2021-09-29T13.36.38.824,7.972,-0.639,0.695,0.496
1.63E+12,2021-09-29T13.36.38.828,7.976,-0.637,0.696,0.492
1.63E+12,2021-09-29T13.36.38.834,7.982,-0.635,0.697,0.491
1.63E+12,2021-09-29T13.36.38.839,7.987,-0.635,0.694,0.492
1.63E+12,2021-09-29T13.36.38.845,7.993,-0.629,0.692,0.492
1.63E+12,2021-09-29T13.36.38.849,7.997,-0.628,0.688,0.493
1.63E+12,2021-09-29T13.36.38.853,8.001,-0.628,0.683,0.495
1.63E+12,2021-09-29T13.36.38.859,8.007,-0.622,0.684,0.492
1.63E+12,2021-09-29T13.36.38.864,8.012,-0.617,0.683,0.492
1.63E+12,2021-09-29T13.36.38.869,8.017,-0.62,0.678,0.495
1.63E+12,2021-09-29T13.36.38.874,8.022,-0.621,0.68,0.495
1.63E+12,2021-09-29T13.36.38.880,8.028,-0.625,0.685,0.492
1.63E+12,2021-09-29T13.36.38.884,8.032,-0.627,0.688,0.496
1.63E+12,2021-09-29T13.36.38.890,8.038,-0.633,0.689,0.495
1.63E+12,2021-09-29T13.36.38.894,8.042,-0.638,0.694,0.49
1.63E+12,2021-09-29T13.36.38.899,8.047,-0.637,0.695,0.491
1.63E+12,2021-09-29T13.36.38.905,8.053,-0.638,0.697,0.491
1.63E+12,2021-09-29T13.36.38.909,8.057,-0.637,0.695,0.489
1.63E+12,2021-09-29T13.36.38.915,8.063,-0.636,0.697,0.493
1.63E+12,2021-09-29T13.36.38.919,8.067,-0.631,0.692,0.491
1.63E+12,2021-09-29T13.36.38.925,8.073,-0.627,0.686,0.495
1.63E+12,2021-09-29T13.36.38.930,8.078,-0.625,0.683,0.489
1.63E+12,2021-09-29T13.36.38.934,8.082,-0.624,0.684,0.494
1.63E+12,2021-09-29T13.36.38.940,8.088,-0.621,0.681,0.496
1.63E+12,2021-09-29T13.36.38.944,8.092,-0.621,0.682,0.491
1.63E+12,2021-09-29T13.36.38.950,8.098,-0.623,0.682,0.495
1.63E+12,2021-09-29T13.36.38.954,8.102,-0.625,0.683,0.495
1.63E+12,2021-09-29T13.36.38.960,8.108,-0.626,0.687,0.491
1.63E+12,2021-09-29T13.36.38.965,8.113,-0.627,0.691,0.494
1.63E+12,2021-09-29T13.36.38.969,8.117,-0.631,0.691,0.491
1.63E+12,2021-09-29T13.36.38.975,8.123,-0.633,0.694,0.492
1.63E+12,2021-09-29T13.36.38.979,8.127,-0.637,0.695,0.49
1.63E+12,2021-09-29T13.36.38.985,8.133,-0.635,0.696,0.494
1.63E+12,2021-09-29T13.36.38.990,8.138,-0.635,0.696,0.493
1.63E+12,2021-09-29T13.36.38.995,8.143,-0.634,0.691,0.492
1.63E+12,2021-09-29T13.36.39.000,8.148,-0.629,0.69,0.497
1.63E+12,2021-09-29T13.36.39.004,8.152,-0.627,0.687,0.492
1.63E+12,2021-09-29T13.36.39.010,8.158,-0.627,0.683,0.49
1.63E+12,2021-09-29T13.36.39.015,8.163,-0.622,0.681,0.492
1.63E+12,2021-09-29T13.36.39.020,8.168,-0.622,0.683,0.494
1.63E+12,2021-09-29T13.36.39.025,8.173,-0.622,0.682,0.494
1.63E+12,2021-09-29T13.36.39.031,8.179,-0.623,0.684,0.495
1.63E+12,2021-09-29T13.36.39.035,8.183,-0.624,0.683,0.492
1.63E+12,2021-09-29T13.36.39.039,8.187,-0.628,0.686,0.491
1.63E+12,2021-09-29T13.36.39.045,8.193,-0.63,0.691,0.493
1.63E+12,2021-09-29T13.36.39.050,8.198,-0.634,0.693,0.495
1.63E+12,2021-09-29T13.36.39.056,8.204,-0.638,0.695,0.497
1.63E+12,2021-09-29T13.36.39.060,8.208,-0.637,0.695,0.494
1.63E+12,2021-09-29T13.36.39.066,8.214,-0.635,0.696,0.49
1.63E+12,2021-09-29T13.36.39.070,8.218,-0.636,0.694,0.493
1.63E+12,2021-09-29T13.36.39.076,8.224,-0.632,0.688,0.493
1.63E+12,2021-09-29T13.36.39.080,8.228,-0.629,0.688,0.491
1.63E+12,2021-09-29T13.36.39.085,8.233,-0.629,0.685,0.494
1.63E+12,2021-09-29T13.36.39.091,8.239,-0.625,0.68,0.497
1.63E+12,2021-09-29T13.36.39.095,8.243,-0.622,0.682,0.492
1.63E+12,2021-09-29T13.36.39.101,8.249,-0.624,0.681,0.494
1.63E+12,2021-09-29T13.36.39.105,8.253,-0.623,0.683,0.496
1.63E+12,2021-09-29T13.36.39.111,8.259,-0.625,0.684,0.491
1.63E+12,2021-09-29T13.36.39.116,8.264,-0.625,0.688,0.492
1.63E+12,2021-09-29T13.36.39.120,8.268,-0.627,0.689,0.495
1.63E+12,2021-09-29T13.36.39.126,8.274,-0.631,0.691,0.493
1.63E+12,2021-09-29T13.36.39.130,8.278,-0.636,0.694,0.496
1.63E+12,2021-09-29T13.36.39.136,8.284,-0.634,0.694,0.497
1.63E+12,2021-09-29T13.36.39.140,8.288,-0.632,0.693,0.49
1.63E+12,2021-09-29T13.36.39.146,8.294,-0.633,0.692,0.491
1.63E+12,2021-09-29T13.36.39.151,8.299,-0.632,0.689,0.495
1.63E+12,2021-09-29T13.36.39.155,8.303,-0.63,0.687,0.493
1.63E+12,2021-09-29T13.36.39.161,8.309,-0.627,0.684,0.495
1.63E+12,2021-09-29T13.36.39.165,8.313,-0.622,0.684,0.493
1.63E+12,2021-09-29T13.36.39.171,8.319,-0.622,0.686,0.497
1.63E+12,2021-09-29T13.36.39.176,8.324,-0.624,0.682,0.496
1.63E+12,2021-09-29T13.36.39.182,8.33,-0.626,0.682,0.494
1.63E+12,2021-09-29T13.36.39.186,8.334,-0.627,0.685,0.494
1.63E+12,2021-09-29T13.36.39.192,8.34,-0.624,0.684,0.498
1.63E+12,2021-09-29T13.36.39.196,8.344,-0.628,0.688,0.494
1.63E+12,2021-09-29T13.36.39.202,8.35,-0.627,0.69,0.487
1.63E+12,2021-09-29T13.36.39.206,8.354,-0.631,0.692,0.492
1.63E+12,2021-09-29T13.36.39.211,8.359,-0.638,0.695,0.492
1.63E+12,2021-09-29T13.36.39.217,8.365,-0.637,0.693,0.494
1.63E+12,2021-09-29T13.36.39.221,8.369,-0.634,0.695,0.491
1.63E+12,2021-09-29T13.36.39.227,8.375,-0.631,0.692,0.49
1.63E+12,2021-09-29T13.36.39.231,8.379,-0.631,0.687,0.491
1.63E+12,2021-09-29T13.36.39.236,8.384,-0.631,0.686,0.494
1.63E+12,2021-09-29T13.36.39.242,8.39,-0.627,0.683,0.491
1.63E+12,2021-09-29T13.36.39.246,8.394,-0.623,0.686,0.494
1.63E+12,2021-09-29T13.36.39.252,8.4,-0.621,0.683,0.494
1.63E+12,2021-09-29T13.36.39.256,8.404,-0.623,0.684,0.497
1.63E+12,2021-09-29T13.36.39.262,8.41,-0.625,0.685,0.494
1.63E+12,2021-09-29T13.36.39.266,8.414,-0.625,0.685,0.492
1.63E+12,2021-09-29T13.36.39.271,8.419,-0.629,0.688,0.491
1.63E+12,2021-09-29T13.36.39.277,8.425,-0.631,0.69,0.493
1.63E+12,2021-09-29T13.36.39.281,8.429,-0.634,0.692,0.494
1.63E+12,2021-09-29T13.36.39.287,8.435,-0.636,0.69,0.492
1.63E+12,2021-09-29T13.36.39.291,8.439,-0.636,0.691,0.491
1.63E+12,2021-09-29T13.36.39.297,8.445,-0.632,0.691,0.491
1.63E+12,2021-09-29T13.36.39.302,8.45,-0.632,0.689,0.492
1.63E+12,2021-09-29T13.36.39.306,8.454,-0.632,0.69,0.49
1.63E+12,2021-09-29T13.36.39.312,8.46,-0.632,0.688,0.495
1.63E+12,2021-09-29T13.36.39.316,8.464,-0.632,0.688,0.494
1.63E+12,2021-09-29T13.36.39.322,8.47,-0.626,0.685,0.494
1.63E+12,2021-09-29T13.36.39.327,8.475,-0.625,0.687,0.492
1.63E+12,2021-09-29T13.36.39.332,8.48,-0.625,0.683,0.495
1.63E+12,2021-09-29T13.36.39.337,8.485,-0.624,0.684,0.493
1.63E+12,2021-09-29T13.36.39.343,8.491,-0.627,0.684,0.492
1.63E+12,2021-09-29T13.36.39.347,8.495,-0.628,0.69,0.492
1.63E+12,2021-09-29T13.36.39.351,8.499,-0.63,0.689,0.493
1.63E+12,2021-09-29T13.36.39.357,8.505,-0.632,0.69,0.492
1.63E+12,2021-09-29T13.36.39.362,8.51,-0.634,0.693,0.491
1.63E+12,2021-09-29T13.36.39.368,8.516,-0.633,0.693,0.492
1.63E+12,2021-09-29T13.36.39.372,8.52,-0.632,0.691,0.494
1.63E+12,2021-09-29T13.36.39.378,8.526,-0.633,0.691,0.491
1.63E+12,2021-09-29T13.36.39.382,8.53,-0.632,0.69,0.492
1.63E+12,2021-09-29T13.36.39.387,8.535,-0.63,0.687,0.498
1.63E+12,2021-09-29T13.36.39.392,8.54,-0.625,0.687,0.498
1.63E+12,2021-09-29T13.36.39.397,8.545,-0.627,0.688,0.493
1.63E+12,2021-09-29T13.36.39.403,8.551,-0.626,0.687,0.492
1.63E+12,2021-09-29T13.36.39.407,8.555,-0.625,0.684,0.493
1.63E+12,2021-09-29T13.36.39.413,8.561,-0.626,0.687,0.499
1.63E+12,2021-09-29T13.36.39.417,8.565,-0.626,0.684,0.496
1.63E+12,2021-09-29T13.36.39.422,8.57,-0.625,0.687,0.497
1.63E+12,2021-09-29T13.36.39.428,8.576,-0.631,0.687,0.493
1.63E+12,2021-09-29T13.36.39.432,8.58,-0.63,0.691,0.494
1.63E+12,2021-09-29T13.36.39.438,8.586,-0.631,0.689,0.492
1.63E+12,2021-09-29T13.36.39.442,8.59,-0.632,0.69,0.493
1.63E+12,2021-09-29T13.36.39.448,8.596,-0.633,0.692,0.495
1.63E+12,2021-09-29T13.36.39.453,8.601,-0.63,0.689,0.494
1.63E+12,2021-09-29T13.36.39.457,8.605,-0.63,0.69,0.494
1.63E+12,2021-09-29T13.36.39.463,8.611,-0.628,0.688,0.495
1.63E+12,2021-09-29T13.36.39.467,8.615,-0.628,0.687,0.495
1.63E+12,2021-09-29T13.36.39.473,8.621,-0.628,0.685,0.495
1.63E+12,2021-09-29T13.36.39.477,8.625,-0.626,0.686,0.494
1.63E+12,2021-09-29T13.36.39.483,8.631,-0.627,0.684,0.493
1.63E+12,2021-09-29T13.36.39.488,8.636,-0.625,0.684,0.493
1.63E+12,2021-09-29T13.36.39.492,8.64,-0.628,0.687,0.492
1.63E+12,2021-09-29T13.36.39.498,8.646,-0.631,0.689,0.494
1.63E+12,2021-09-29T13.36.39.502,8.65,-0.63,0.691,0.494
1.63E+12,2021-09-29T13.36.39.508,8.656,-0.632,0.69,0.495
1.63E+12,2021-09-29T13.36.39.513,8.661,-0.633,0.688,0.492
1.63E+12,2021-09-29T13.36.39.518,8.666,-0.634,0.689,0.494
1.63E+12,2021-09-29T13.36.39.523,8.671,-0.632,0.691,0.493
1.63E+12,2021-09-29T13.36.39.529,8.677,-0.634,0.692,0.491
1.63E+12,2021-09-29T13.36.39.533,8.681,-0.631,0.689,0.493
1.63E+12,2021-09-29T13.36.39.537,8.685,-0.629,0.691,0.493
1.63E+12,2021-09-29T13.36.39.543,8.691,-0.627,0.687,0.497
1.63E+12,2021-09-29T13.36.39.548,8.696,-0.63,0.688,0.494
1.63E+12,2021-09-29T13.36.39.554,8.702,-0.628,0.683,0.495
1.63E+12,2021-09-29T13.36.39.558,8.706,-0.626,0.684,0.498
1.63E+12,2021-09-29T13.36.39.564,8.712,-0.625,0.683,0.495
1.63E+12,2021-09-29T13.36.39.568,8.716,-0.628,0.685,0.492
1.63E+12,2021-09-29T13.36.39.573,8.721,-0.626,0.686,0.493
1.63E+12,2021-09-29T13.36.39.578,8.726,-0.625,0.688,0.495
1.63E+12,2021-09-29T13.36.39.583,8.731,-0.629,0.689,0.494
1.63E+12,2021-09-29T13.36.39.589,8.737,-0.632,0.689,0.492
1.63E+12,2021-09-29T13.36.39.593,8.741,-0.632,0.694,0.491
1.63E+12,2021-09-29T13.36.39.599,8.747,-0.629,0.692,0.493
1.63E+12,2021-09-29T13.36.39.603,8.751,-0.634,0.693,0.492
1.63E+12,2021-09-29T13.36.39.608,8.756,-0.632,0.691,0.491
1.63E+12,2021-09-29T13.36.39.614,8.762,-0.629,0.687,0.494
1.63E+12,2021-09-29T13.36.39.618,8.766,-0.63,0.687,0.493
1.63E+12,2021-09-29T13.36.39.624,8.772,-0.628,0.688,0.491
1.63E+12,2021-09-29T13.36.39.628,8.776,-0.625,0.688,0.493
1.63E+12,2021-09-29T13.36.39.634,8.782,-0.625,0.685,0.492
1.63E+12,2021-09-29T13.36.39.639,8.787,-0.625,0.686,0.493
1.63E+12,2021-09-29T13.36.39.643,8.791,-0.622,0.685,0.495
1.63E+12,2021-09-29T13.36.39.649,8.797,-0.628,0.684,0.496
1.63E+12,2021-09-29T13.36.39.653,8.801,-0.629,0.688,0.492
1.63E+12,2021-09-29T13.36.39.659,8.807,-0.628,0.691,0.495
1.63E+12,2021-09-29T13.36.39.663,8.811,-0.629,0.687,0.492
1.63E+12,2021-09-29T13.36.39.669,8.817,-0.631,0.692,0.493
1.63E+12,2021-09-29T13.36.39.674,8.822,-0.634,0.694,0.492
1.63E+12,2021-09-29T13.36.39.678,8.826,-0.634,0.691,0.493
1.63E+12,2021-09-29T13.36.39.684,8.832,-0.634,0.688,0.492
1.63E+12,2021-09-29T13.36.39.688,8.836,-0.628,0.688,0.496
1.63E+12,2021-09-29T13.36.39.694,8.842,-0.633,0.689,0.494
1.63E+12,2021-09-29T13.36.39.699,8.847,-0.627,0.687,0.496
1.63E+12,2021-09-29T13.36.39.704,8.852,-0.626,0.687,0.495
1.63E+12,2021-09-29T13.36.39.709,8.857,-0.627,0.685,0.491
1.63E+12,2021-09-29T13.36.39.713,8.861,-0.626,0.685,0.492
1.63E+12,2021-09-29T13.36.39.719,8.867,-0.627,0.687,0.494
1.63E+12,2021-09-29T13.36.39.724,8.872,-0.628,0.687,0.495
1.63E+12,2021-09-29T13.36.39.729,8.877,-0.627,0.688,0.493
1.63E+12,2021-09-29T13.36.39.734,8.882,-0.631,0.687,0.489
1.63E+12,2021-09-29T13.36.39.740,8.888,-0.631,0.688,0.49
1.63E+12,2021-09-29T13.36.39.744,8.892,-0.63,0.691,0.494
1.63E+12,2021-09-29T13.36.39.750,8.898,-0.633,0.691,0.492
1.63E+12,2021-09-29T13.36.39.754,8.902,-0.634,0.691,0.492
1.63E+12,2021-09-29T13.36.39.759,8.907,-0.633,0.692,0.494
1.63E+12,2021-09-29T13.36.39.765,8.913,-0.633,0.69,0.493
1.63E+12,2021-09-29T13.36.39.769,8.917,-0.63,0.689,0.495
1.63E+12,2021-09-29T13.36.39.775,8.923,-0.625,0.691,0.494
1.63E+12,2021-09-29T13.36.39.779,8.927,-0.629,0.686,0.496
1.63E+12,2021-09-29T13.36.39.785,8.933,-0.626,0.689,0.495
1.63E+12,2021-09-29T13.36.39.789,8.937,-0.627,0.686,0.491
1.63E+12,2021-09-29T13.36.39.794,8.942,-0.623,0.684,0.494
1.63E+12,2021-09-29T13.36.39.800,8.948,-0.625,0.686,0.493
1.63E+12,2021-09-29T13.36.39.804,8.952,-0.625,0.688,0.494
1.63E+12,2021-09-29T13.36.39.810,8.958,-0.628,0.688,0.495
