epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.63E+12,2021-09-29T13.36.34.428,3.576,-0.628,0.689,0.492
1.63E+12,2021-09-29T13.36.34.434,3.582,-0.628,0.689,0.487
1.63E+12,2021-09-29T13.36.34.438,3.586,-0.627,0.687,0.493
1.63E+12,2021-09-29T13.36.34.444,3.592,-0.628,0.685,0.491
1.63E+12,2021-09-29T13.36.34.449,3.597,-0.63,0.687,0.495
1.63E+12,2021-09-29T13.36.34.453,3.601,-0.627,0.686,0.494
1.63E+12,2021-09-29T13.36.34.459,3.607,-0.629,0.69,0.491
1.63E+12,2021-09-29T13.36.34.463,3.611,-0.628,0.69,0.495
1.63E+12,2021-09-29T13.36.34.469,3.617,-0.629,0.69,0.494
1.63E+12,2021-09-29T13.36.34.474,3.622,-0.625,0.69,0.493
1.63E+12,2021-09-29T13.36.34.479,3.627,-0.625,0.691,0.494
1.63E+12,2021-09-29T13.36.34.484,3.632,-0.626,0.688,0.489
1.63E+12,2021-09-29T13.36.34.490,3.638,-0.63,0.688,0.494
1.63E+12,2021-09-29T13.36.34.494,3.642,-0.628,0.689,0.493
1.63E+12,2021-09-29T13.36.34.498,3.646,-0.629,0.688,0.492
1.63E+12,2021-09-29T13.36.34.504,3.652,-0.628,0.693,0.493
1.63E+12,2021-09-29T13.36.34.509,3.657,-0.627,0.688,0.492
1.63E+12,2021-09-29T13.36.34.515,3.663,-0.629,0.686,0.492
1.63E+12,2021-09-29T13.36.34.519,3.667,-0.629,0.689,0.496
1.63E+12,2021-09-29T13.36.34.525,3.673,-0.629,0.688,0.493
1.63E+12,2021-09-29T13.36.34.529,3.677,-0.629,0.687,0.495
1.63E+12,2021-09-29T13.36.34.534,3.682,-0.629,0.689,0.494
1.63E+12,2021-09-29T13.36.34.539,3.687,-0.629,0.689,0.49
1.63E+12,2021-09-29T13.36.34.544,3.692,-0.63,0.686,0.492
1.63E+12,2021-09-29T13.36.34.550,3.698,-0.627,0.691,0.494
1.63E+12,2021-09-29T13.36.34.554,3.702,-0.628,0.688,0.495
1.63E+12,2021-09-29T13.36.34.560,3.708,-0.627,0.689,0.494
1.63E+12,2021-09-29T13.36.34.564,3.712,-0.629,0.686,0.494
1.63E+12,2021-09-29T13.36.34.569,3.717,-0.626,0.687,0.493
1.63E+12,2021-09-29T13.36.34.575,3.723,-0.63,0.687,0.494
1.63E+12,2021-09-29T13.36.34.579,3.727,-0.631,0.688,0.494
1.63E+12,2021-09-29T13.36.34.585,3.733,-0.63,0.689,0.491
1.63E+12,2021-09-29T13.36.34.589,3.737,-0.631,0.688,0.493
1.63E+12,2021-09-29T13.36.34.595,3.743,-0.625,0.687,0.49
1.63E+12,2021-09-29T13.36.34.599,3.747,-0.627,0.689,0.491
1.63E+12,2021-09-29T13.36.34.605,3.753,-0.629,0.687,0.493
1.63E+12,2021-09-29T13.36.34.610,3.758,-0.626,0.689,0.494
1.63E+12,2021-09-29T13.36.34.614,3.762,-0.629,0.69,0.492
1.63E+12,2021-09-29T13.36.34.620,3.768,-0.629,0.689,0.493
1.63E+12,2021-09-29T13.36.34.624,3.772,-0.627,0.688,0.494
1.63E+12,2021-09-29T13.36.34.630,3.778,-0.628,0.689,0.494
1.63E+12,2021-09-29T13.36.34.635,3.783,-0.627,0.687,0.492
1.63E+12,2021-09-29T13.36.34.640,3.788,-0.629,0.687,0.491
1.63E+12,2021-09-29T13.36.34.645,3.793,-0.63,0.686,0.491
1.63E+12,2021-09-29T13.36.34.649,3.797,-0.63,0.687,0.493
1.63E+12,2021-09-29T13.36.34.655,3.803,-0.63,0.69,0.491
1.63E+12,2021-09-29T13.36.34.660,3.808,-0.627,0.69,0.493
1.63E+12,2021-09-29T13.36.34.665,3.813,-0.626,0.688,0.495
1.63E+12,2021-09-29T13.36.34.670,3.818,-0.629,0.688,0.492
1.63E+12,2021-09-29T13.36.34.676,3.824,-0.627,0.689,0.494
1.63E+12,2021-09-29T13.36.34.680,3.828,-0.629,0.69,0.496
1.63E+12,2021-09-29T13.36.34.684,3.832,-0.628,0.689,0.491
1.63E+12,2021-09-29T13.36.34.690,3.838,-0.627,0.688,0.493
1.63E+12,2021-09-29T13.36.34.695,3.843,-0.629,0.691,0.495
1.63E+12,2021-09-29T13.36.34.701,3.849,-0.627,0.691,0.497
1.63E+12,2021-09-29T13.36.34.705,3.853,-0.627,0.686,0.495
1.63E+12,2021-09-29T13.36.34.711,3.859,-0.626,0.689,0.494
1.63E+12,2021-09-29T13.36.34.715,3.863,-0.626,0.688,0.488
1.63E+12,2021-09-29T13.36.34.721,3.869,-0.628,0.686,0.491
1.63E+12,2021-09-29T13.36.34.725,3.873,-0.628,0.69,0.494
1.63E+12,2021-09-29T13.36.34.730,3.878,-0.626,0.687,0.491
1.63E+12,2021-09-29T13.36.34.736,3.884,-0.628,0.687,0.492
1.63E+12,2021-09-29T13.36.34.740,3.888,-0.625,0.687,0.493
1.63E+12,2021-09-29T13.36.34.746,3.894,-0.627,0.689,0.493
1.63E+12,2021-09-29T13.36.34.750,3.898,-0.628,0.688,0.493
1.63E+12,2021-09-29T13.36.34.756,3.904,-0.626,0.691,0.495
1.63E+12,2021-09-29T13.36.34.761,3.909,-0.628,0.69,0.491
1.63E+12,2021-09-29T13.36.34.765,3.913,-0.63,0.687,0.495
1.63E+12,2021-09-29T13.36.34.771,3.919,-0.632,0.688,0.493
1.63E+12,2021-09-29T13.36.34.775,3.923,-0.625,0.686,0.496
1.63E+12,2021-09-29T13.36.34.781,3.929,-0.627,0.685,0.494
1.63E+12,2021-09-29T13.36.34.786,3.934,-0.627,0.688,0.493
1.63E+12,2021-09-29T13.36.34.791,3.939,-0.629,0.69,0.493
1.63E+12,2021-09-29T13.36.34.796,3.944,-0.628,0.687,0.493
1.63E+12,2021-09-29T13.36.34.800,3.948,-0.628,0.688,0.495
1.63E+12,2021-09-29T13.36.34.806,3.954,-0.629,0.688,0.493
1.63E+12,2021-09-29T13.36.34.810,3.958,-0.627,0.688,0.494
1.63E+12,2021-09-29T13.36.34.816,3.964,-0.626,0.687,0.494
1.63E+12,2021-09-29T13.36.34.821,3.969,-0.629,0.69,0.492
1.63E+12,2021-09-29T13.36.34.827,3.975,-0.628,0.69,0.492
1.63E+12,2021-09-29T13.36.34.831,3.979,-0.629,0.689,0.491
1.63E+12,2021-09-29T13.36.34.835,3.983,-0.626,0.692,0.494
1.63E+12,2021-09-29T13.36.34.841,3.989,-0.626,0.686,0.496
1.63E+12,2021-09-29T13.36.34.846,3.994,-0.628,0.687,0.495
1.63E+12,2021-09-29T13.36.34.851,3.999,-0.631,0.688,0.494
1.63E+12,2021-09-29T13.36.34.856,4.004,-0.628,0.688,0.496
1.63E+12,2021-09-29T13.36.34.862,4.01,-0.628,0.686,0.492
1.63E+12,2021-09-29T13.36.34.866,4.014,-0.629,0.684,0.494
1.63E+12,2021-09-29T13.36.34.872,4.02,-0.631,0.687,0.492
1.63E+12,2021-09-29T13.36.34.876,4.024,-0.63,0.687,0.493
1.63E+12,2021-09-29T13.36.34.881,4.029,-0.626,0.689,0.49
1.63E+12,2021-09-29T13.36.34.887,4.035,-0.627,0.688,0.493
1.63E+12,2021-09-29T13.36.34.891,4.039,-0.627,0.688,0.493
1.63E+12,2021-09-29T13.36.34.897,4.045,-0.627,0.69,0.492
1.63E+12,2021-09-29T13.36.34.901,4.049,-0.627,0.689,0.49
1.63E+12,2021-09-29T13.36.34.907,4.055,-0.63,0.688,0.496
1.63E+12,2021-09-29T13.36.34.911,4.059,-0.628,0.688,0.495
1.63E+12,2021-09-29T13.36.34.916,4.064,-0.628,0.688,0.494
1.63E+12,2021-09-29T13.36.34.922,4.07,-0.63,0.689,0.495
1.63E+12,2021-09-29T13.36.34.926,4.074,-0.629,0.69,0.494
1.63E+12,2021-09-29T13.36.34.932,4.08,-0.629,0.688,0.495
1.63E+12,2021-09-29T13.36.34.936,4.084,-0.628,0.688,0.494
1.63E+12,2021-09-29T13.36.34.942,4.09,-0.628,0.688,0.493
1.63E+12,2021-09-29T13.36.34.947,4.095,-0.629,0.688,0.495
1.63E+12,2021-09-29T13.36.34.951,4.099,-0.626,0.69,0.493
1.63E+12,2021-09-29T13.36.34.957,4.105,-0.628,0.685,0.495
1.63E+12,2021-09-29T13.36.34.961,4.109,-0.63,0.687,0.495
1.63E+12,2021-09-29T13.36.34.967,4.115,-0.628,0.688,0.495
1.63E+12,2021-09-29T13.36.34.972,4.12,-0.631,0.69,0.494
1.63E+12,2021-09-29T13.36.34.977,4.125,-0.628,0.69,0.493
1.63E+12,2021-09-29T13.36.34.982,4.13,-0.629,0.69,0.495
1.63E+12,2021-09-29T13.36.34.986,4.134,-0.627,0.687,0.493
1.63E+12,2021-09-29T13.36.34.992,4.14,-0.627,0.686,0.492
1.63E+12,2021-09-29T13.36.34.996,4.144,-0.63,0.689,0.49
1.63E+12,2021-09-29T13.36.35.002,4.15,-0.629,0.692,0.495
1.63E+12,2021-09-29T13.36.35.007,4.155,-0.626,0.69,0.496
1.63E+12,2021-09-29T13.36.35.013,4.161,-0.629,0.686,0.493
1.63E+12,2021-09-29T13.36.35.017,4.165,-0.629,0.689,0.49
1.63E+12,2021-09-29T13.36.35.023,4.171,-0.627,0.688,0.492
1.63E+12,2021-09-29T13.36.35.027,4.175,-0.627,0.689,0.492
1.63E+12,2021-09-29T13.36.35.032,4.18,-0.627,0.687,0.494
1.63E+12,2021-09-29T13.36.35.037,4.185,-0.629,0.687,0.494
1.63E+12,2021-09-29T13.36.35.042,4.19,-0.628,0.687,0.495
1.63E+12,2021-09-29T13.36.35.048,4.196,-0.631,0.686,0.495
1.63E+12,2021-09-29T13.36.35.052,4.2,-0.63,0.688,0.489
1.63E+12,2021-09-29T13.36.35.058,4.206,-0.631,0.688,0.493
1.63E+12,2021-09-29T13.36.35.062,4.21,-0.628,0.689,0.496
1.63E+12,2021-09-29T13.36.35.067,4.215,-0.626,0.687,0.495
1.63E+12,2021-09-29T13.36.35.073,4.221,-0.631,0.689,0.495
1.63E+12,2021-09-29T13.36.35.077,4.225,-0.628,0.689,0.489
1.63E+12,2021-09-29T13.36.35.083,4.231,-0.63,0.687,0.491
1.63E+12,2021-09-29T13.36.35.087,4.235,-0.628,0.689,0.494
1.63E+12,2021-09-29T13.36.35.093,4.241,-0.627,0.69,0.493
1.63E+12,2021-09-29T13.36.35.098,4.246,-0.628,0.688,0.494
1.63E+12,2021-09-29T13.36.35.102,4.25,-0.63,0.689,0.493
1.63E+12,2021-09-29T13.36.35.108,4.256,-0.628,0.688,0.493
1.63E+12,2021-09-29T13.36.35.112,4.26,-0.629,0.689,0.491
1.63E+12,2021-09-29T13.36.35.118,4.266,-0.627,0.69,0.49
1.63E+12,2021-09-29T13.36.35.122,4.27,-0.629,0.688,0.491
1.63E+12,2021-09-29T13.36.35.128,4.276,-0.631,0.689,0.494
1.63E+12,2021-09-29T13.36.35.133,4.281,-0.628,0.688,0.497
1.63E+12,2021-09-29T13.36.35.137,4.285,-0.629,0.688,0.494
1.63E+12,2021-09-29T13.36.35.143,4.291,-0.629,0.69,0.491
1.63E+12,2021-09-29T13.36.35.147,4.295,-0.628,0.689,0.494
1.63E+12,2021-09-29T13.36.35.153,4.301,-0.628,0.686,0.494
1.63E+12,2021-09-29T13.36.35.158,4.306,-0.627,0.688,0.494
1.63E+12,2021-09-29T13.36.35.163,4.311,-0.627,0.686,0.494
1.63E+12,2021-09-29T13.36.35.168,4.316,-0.628,0.688,0.494
1.63E+12,2021-09-29T13.36.35.174,4.322,-0.627,0.69,0.492
1.63E+12,2021-09-29T13.36.35.178,4.326,-0.626,0.688,0.494
1.63E+12,2021-09-29T13.36.35.182,4.33,-0.627,0.688,0.49
1.63E+12,2021-09-29T13.36.35.188,4.336,-0.626,0.688,0.493
1.63E+12,2021-09-29T13.36.35.193,4.341,-0.626,0.69,0.492
1.63E+12,2021-09-29T13.36.35.199,4.347,-0.629,0.689,0.493
1.63E+12,2021-09-29T13.36.35.203,4.351,-0.627,0.688,0.494
1.63E+12,2021-09-29T13.36.35.209,4.357,-0.629,0.687,0.493
1.63E+12,2021-09-29T13.36.35.213,4.361,-0.628,0.687,0.495
1.63E+12,2021-09-29T13.36.35.218,4.366,-0.628,0.688,0.493
1.63E+12,2021-09-29T13.36.35.224,4.372,-0.628,0.69,0.489
1.63E+12,2021-09-29T13.36.35.228,4.376,-0.629,0.687,0.494
1.63E+12,2021-09-29T13.36.35.234,4.382,-0.627,0.688,0.496
1.63E+12,2021-09-29T13.36.35.238,4.386,-0.63,0.688,0.492
1.63E+12,2021-09-29T13.36.35.244,4.392,-0.627,0.689,0.49
1.63E+12,2021-09-29T13.36.35.248,4.396,-0.627,0.688,0.491
1.63E+12,2021-09-29T13.36.35.253,4.401,-0.628,0.688,0.494
1.63E+12,2021-09-29T13.36.35.259,4.407,-0.627,0.687,0.492
1.63E+12,2021-09-29T13.36.35.263,4.411,-0.628,0.689,0.495
1.63E+12,2021-09-29T13.36.35.269,4.417,-0.629,0.688,0.491
1.63E+12,2021-09-29T13.36.35.273,4.421,-0.626,0.687,0.492
1.63E+12,2021-09-29T13.36.35.279,4.427,-0.629,0.687,0.495
1.63E+12,2021-09-29T13.36.35.284,4.432,-0.629,0.69,0.496
1.63E+12,2021-09-29T13.36.35.288,4.436,-0.626,0.688,0.493
1.63E+12,2021-09-29T13.36.35.294,4.442,-0.628,0.688,0.493
1.63E+12,2021-09-29T13.36.35.298,4.446,-0.628,0.688,0.494
1.63E+12,2021-09-29T13.36.35.304,4.452,-0.627,0.687,0.496
1.63E+12,2021-09-29T13.36.35.308,4.456,-0.631,0.691,0.492
1.63E+12,2021-09-29T13.36.35.314,4.462,-0.629,0.69,0.496
1.63E+12,2021-09-29T13.36.35.319,4.467,-0.628,0.688,0.496
1.63E+12,2021-09-29T13.36.35.323,4.471,-0.628,0.689,0.495
1.63E+12,2021-09-29T13.36.35.329,4.477,-0.629,0.689,0.496
1.63E+12,2021-09-29T13.36.35.333,4.481,-0.63,0.689,0.496
1.63E+12,2021-09-29T13.36.35.339,4.487,-0.63,0.689,0.493
1.63E+12,2021-09-29T13.36.35.344,4.492,-0.63,0.689,0.491
1.63E+12,2021-09-29T13.36.35.349,4.497,-0.628,0.689,0.492
1.63E+12,2021-09-29T13.36.35.354,4.502,-0.629,0.688,0.495
1.63E+12,2021-09-29T13.36.35.360,4.508,-0.631,0.687,0.493
1.63E+12,2021-09-29T13.36.35.364,4.512,-0.631,0.688,0.493
1.63E+12,2021-09-29T13.36.35.369,4.517,-0.629,0.687,0.493
1.63E+12,2021-09-29T13.36.35.374,4.522,-0.627,0.688,0.495
1.63E+12,2021-09-29T13.36.35.379,4.527,-0.63,0.688,0.494
1.63E+12,2021-09-29T13.36.35.385,4.533,-0.629,0.689,0.494
1.63E+12,2021-09-29T13.36.35.389,4.537,-0.629,0.686,0.494
1.63E+12,2021-09-29T13.36.35.395,4.543,-0.629,0.688,0.494
1.63E+12,2021-09-29T13.36.35.399,4.547,-0.63,0.688,0.492
1.63E+12,2021-09-29T13.36.35.404,4.552,-0.627,0.687,0.492
1.63E+12,2021-09-29T13.36.35.410,4.558,-0.627,0.688,0.494
1.63E+12,2021-09-29T13.36.35.414,4.562,-0.629,0.689,0.493
1.63E+12,2021-09-29T13.36.35.420,4.568,-0.628,0.687,0.492
1.63E+12,2021-09-29T13.36.35.424,4.572,-0.628,0.686,0.491
1.63E+12,2021-09-29T13.36.35.430,4.578,-0.628,0.69,0.494
1.63E+12,2021-09-29T13.36.35.434,4.582,-0.63,0.691,0.492
1.63E+12,2021-09-29T13.36.35.439,4.587,-0.629,0.687,0.491
1.63E+12,2021-09-29T13.36.35.445,4.593,-0.627,0.688,0.495
1.63E+12,2021-09-29T13.36.35.449,4.597,-0.628,0.688,0.495
1.63E+12,2021-09-29T13.36.35.455,4.603,-0.628,0.69,0.494
1.63E+12,2021-09-29T13.36.35.459,4.607,-0.631,0.687,0.495
1.63E+12,2021-09-29T13.36.35.465,4.613,-0.627,0.69,0.496
1.63E+12,2021-09-29T13.36.35.470,4.618,-0.627,0.688,0.495
1.63E+12,2021-09-29T13.36.35.474,4.622,-0.627,0.688,0.489
1.63E+12,2021-09-29T13.36.35.480,4.628,-0.63,0.686,0.492
1.63E+12,2021-09-29T13.36.35.484,4.632,-0.631,0.689,0.494
1.63E+12,2021-09-29T13.36.35.490,4.638,-0.628,0.69,0.492
1.63E+12,2021-09-29T13.36.35.494,4.642,-0.626,0.689,0.491
1.63E+12,2021-09-29T13.36.35.500,4.648,-0.625,0.688,0.495
1.63E+12,2021-09-29T13.36.35.505,4.653,-0.628,0.688,0.493
1.63E+12,2021-09-29T13.36.35.511,4.659,-0.627,0.689,0.495
1.63E+12,2021-09-29T13.36.35.515,4.663,-0.628,0.689,0.492
1.63E+12,2021-09-29T13.36.35.519,4.667,-0.631,0.688,0.494
1.63E+12,2021-09-29T13.36.35.525,4.673,-0.626,0.688,0.492
1.63E+12,2021-09-29T13.36.35.530,4.678,-0.625,0.688,0.493
1.63E+12,2021-09-29T13.36.35.536,4.684,-0.632,0.688,0.492
1.63E+12,2021-09-29T13.36.35.540,4.688,-0.629,0.689,0.49
1.63E+12,2021-09-29T13.36.35.546,4.694,-0.632,0.687,0.49
1.63E+12,2021-09-29T13.36.35.550,4.698,-0.628,0.688,0.494
1.63E+12,2021-09-29T13.36.35.555,4.703,-0.628,0.689,0.495
1.63E+12,2021-09-29T13.36.35.560,4.708,-0.626,0.686,0.492
1.63E+12,2021-09-29T13.36.35.565,4.713,-0.628,0.688,0.493
1.63E+12,2021-09-29T13.36.35.571,4.719,-0.628,0.689,0.492
1.63E+12,2021-09-29T13.36.35.575,4.723,-0.629,0.688,0.492
1.63E+12,2021-09-29T13.36.35.581,4.729,-0.627,0.69,0.496
1.63E+12,2021-09-29T13.36.35.585,4.733,-0.628,0.689,0.493
1.63E+12,2021-09-29T13.36.35.590,4.738,-0.626,0.69,0.493
1.63E+12,2021-09-29T13.36.35.596,4.744,-0.623,0.691,0.492
1.63E+12,2021-09-29T13.36.35.600,4.748,-0.626,0.688,0.496
1.63E+12,2021-09-29T13.36.35.606,4.754,-0.629,0.686,0.497
1.63E+12,2021-09-29T13.36.35.610,4.758,-0.629,0.687,0.493
1.63E+12,2021-09-29T13.36.35.616,4.764,-0.629,0.69,0.498
1.63E+12,2021-09-29T13.36.35.620,4.768,-0.627,0.689,0.497
1.63E+12,2021-09-29T13.36.35.625,4.773,-0.628,0.688,0.496
1.63E+12,2021-09-29T13.36.35.631,4.779,-0.627,0.687,0.491
1.63E+12,2021-09-29T13.36.35.635,4.783,-0.63,0.688,0.491
1.63E+12,2021-09-29T13.36.35.641,4.789,-0.627,0.688,0.492
1.63E+12,2021-09-29T13.36.35.645,4.793,-0.628,0.688,0.491
1.63E+12,2021-09-29T13.36.35.651,4.799,-0.631,0.688,0.492
1.63E+12,2021-09-29T13.36.35.656,4.804,-0.63,0.688,0.493
1.63E+12,2021-09-29T13.36.35.660,4.808,-0.629,0.687,0.494
1.63E+12,2021-09-29T13.36.35.666,4.814,-0.626,0.688,0.496
1.63E+12,2021-09-29T13.36.35.670,4.818,-0.627,0.692,0.493
1.63E+12,2021-09-29T13.36.35.676,4.824,-0.628,0.688,0.489
1.63E+12,2021-09-29T13.36.35.681,4.829,-0.63,0.687,0.491
1.63E+12,2021-09-29T13.36.35.686,4.834,-0.626,0.688,0.492
1.63E+12,2021-09-29T13.36.35.691,4.839,-0.624,0.688,0.494
1.63E+12,2021-09-29T13.36.35.697,4.845,-0.627,0.688,0.492
1.63E+12,2021-09-29T13.36.35.701,4.849,-0.628,0.688,0.492
1.63E+12,2021-09-29T13.36.35.705,4.853,-0.629,0.691,0.492
1.63E+12,2021-09-29T13.36.35.711,4.859,-0.629,0.69,0.49
1.63E+12,2021-09-29T13.36.35.716,4.864,-0.627,0.688,0.495
1.63E+12,2021-09-29T13.36.35.722,4.87,-0.628,0.688,0.494
1.63E+12,2021-09-29T13.36.35.726,4.874,-0.627,0.686,0.495
1.63E+12,2021-09-29T13.36.35.732,4.88,-0.627,0.686,0.491
1.63E+12,2021-09-29T13.36.35.736,4.884,-0.628,0.688,0.493
1.63E+12,2021-09-29T13.36.35.741,4.889,-0.627,0.688,0.493
1.63E+12,2021-09-29T13.36.35.746,4.894,-0.626,0.688,0.492
1.63E+12,2021-09-29T13.36.35.751,4.899,-0.628,0.69,0.494
1.63E+12,2021-09-29T13.36.35.757,4.905,-0.625,0.691,0.493
1.63E+12,2021-09-29T13.36.35.761,4.909,-0.625,0.688,0.491
1.63E+12,2021-09-29T13.36.35.767,4.915,-0.628,0.686,0.494
1.63E+12,2021-09-29T13.36.35.771,4.919,-0.628,0.688,0.493
1.63E+12,2021-09-29T13.36.35.776,4.924,-0.626,0.688,0.491
1.63E+12,2021-09-29T13.36.35.782,4.93,-0.629,0.69,0.495
1.63E+12,2021-09-29T13.36.35.786,4.934,-0.629,0.688,0.493
1.63E+12,2021-09-29T13.36.35.792,4.94,-0.628,0.689,0.49
1.63E+12,2021-09-29T13.36.35.796,4.944,-0.628,0.688,0.493
1.63E+12,2021-09-29T13.36.35.802,4.95,-0.631,0.687,0.494
1.63E+12,2021-09-29T13.36.35.807,4.955,-0.629,0.688,0.493
1.63E+12,2021-09-29T13.36.35.811,4.959,-0.628,0.689,0.494
1.63E+12,2021-09-29T13.36.35.817,4.965,-0.629,0.689,0.496
1.63E+12,2021-09-29T13.36.35.823,4.971,-0.629,0.688,0.495
1.63E+12,2021-09-29T13.36.35.827,4.975,-0.625,0.69,0.491
1.63E+12,2021-09-29T13.36.35.831,4.979,-0.626,0.688,0.489
1.63E+12,2021-09-29T13.36.35.837,4.985,-0.629,0.69,0.49
1.63E+12,2021-09-29T13.36.35.842,4.99,-0.629,0.689,0.493
1.63E+12,2021-09-29T13.36.35.848,4.996,-0.631,0.688,0.494
1.63E+12,2021-09-29T13.36.35.852,5,-0.63,0.689,0.491
1.63E+12,2021-09-29T13.36.35.856,5.004,-0.629,0.688,0.494
1.63E+12,2021-09-29T13.36.35.862,5.01,-0.631,0.691,0.495
1.63E+12,2021-09-29T13.36.35.867,5.015,-0.629,0.688,0.496
1.63E+12,2021-09-29T13.36.35.872,5.02,-0.628,0.689,0.494
1.63E+12,2021-09-29T13.36.35.877,5.025,-0.627,0.69,0.492
1.63E+12,2021-09-29T13.36.35.883,5.031,-0.628,0.689,0.491
1.63E+12,2021-09-29T13.36.35.887,5.035,-0.63,0.689,0.493
1.63E+12,2021-09-29T13.36.35.891,5.039,-0.629,0.688,0.494
1.63E+12,2021-09-29T13.36.35.897,5.045,-0.631,0.691,0.492
1.63E+12,2021-09-29T13.36.35.902,5.05,-0.627,0.689,0.494
1.63E+12,2021-09-29T13.36.35.908,5.056,-0.627,0.689,0.496
1.63E+12,2021-09-29T13.36.35.912,5.06,-0.627,0.689,0.495
1.63E+12,2021-09-29T13.36.35.918,5.066,-0.629,0.685,0.493
1.63E+12,2021-09-29T13.36.35.922,5.07,-0.625,0.688,0.495
1.63E+12,2021-09-29T13.36.35.927,5.075,-0.628,0.69,0.491
1.63E+12,2021-09-29T13.36.35.932,5.08,-0.628,0.687,0.492
1.63E+12,2021-09-29T13.36.35.937,5.085,-0.629,0.689,0.49
1.63E+12,2021-09-29T13.36.35.943,5.091,-0.632,0.689,0.491
1.63E+12,2021-09-29T13.36.35.947,5.095,-0.628,0.689,0.491
1.63E+12,2021-09-29T13.36.35.953,5.101,-0.627,0.688,0.494
1.63E+12,2021-09-29T13.36.35.957,5.105,-0.627,0.691,0.494
1.63E+12,2021-09-29T13.36.35.962,5.11,-0.628,0.688,0.492
1.63E+12,2021-09-29T13.36.35.968,5.116,-0.629,0.69,0.493
1.63E+12,2021-09-29T13.36.35.972,5.12,-0.629,0.689,0.494
1.63E+12,2021-09-29T13.36.35.978,5.126,-0.625,0.691,0.492
1.63E+12,2021-09-29T13.36.35.982,5.13,-0.624,0.689,0.491
1.63E+12,2021-09-29T13.36.35.988,5.136,-0.626,0.689,0.493
1.63E+12,2021-09-29T13.36.35.993,5.141,-0.631,0.69,0.492
1.63E+12,2021-09-29T13.36.35.998,5.146,-0.626,0.692,0.491
1.63E+12,2021-09-29T13.36.36.003,5.151,-0.627,0.689,0.494
1.63E+12,2021-09-29T13.36.36.007,5.155,-0.628,0.688,0.49
1.63E+12,2021-09-29T13.36.36.013,5.161,-0.628,0.69,0.493
1.63E+12,2021-09-29T13.36.36.017,5.165,-0.627,0.69,0.49
1.63E+12,2021-09-29T13.36.36.023,5.171,-0.63,0.689,0.491
1.63E+12,2021-09-29T13.36.36.028,5.176,-0.63,0.691,0.49
1.63E+12,2021-09-29T13.36.36.034,5.182,-0.631,0.689,0.491
1.63E+12,2021-09-29T13.36.36.038,5.186,-0.631,0.689,0.495
1.63E+12,2021-09-29T13.36.36.042,5.19,-0.627,0.69,0.494
1.63E+12,2021-09-29T13.36.36.048,5.196,-0.627,0.689,0.493
1.63E+12,2021-09-29T13.36.36.053,5.201,-0.627,0.688,0.489
1.63E+12,2021-09-29T13.36.36.058,5.206,-0.626,0.687,0.495
1.63E+12,2021-09-29T13.36.36.063,5.211,-0.627,0.688,0.494
1.63E+12,2021-09-29T13.36.36.069,5.217,-0.629,0.69,0.497
1.63E+12,2021-09-29T13.36.36.073,5.221,-0.627,0.69,0.493
1.63E+12,2021-09-29T13.36.36.078,5.226,-0.629,0.689,0.491
1.63E+12,2021-09-29T13.36.36.083,5.231,-0.628,0.689,0.495
1.63E+12,2021-09-29T13.36.36.088,5.236,-0.629,0.691,0.495
1.63E+12,2021-09-29T13.36.36.094,5.242,-0.628,0.688,0.494
1.63E+12,2021-09-29T13.36.36.098,5.246,-0.628,0.688,0.49
1.63E+12,2021-09-29T13.36.36.104,5.252,-0.625,0.693,0.493
1.63E+12,2021-09-29T13.36.36.108,5.256,-0.629,0.692,0.494
1.63E+12,2021-09-29T13.36.36.113,5.261,-0.629,0.688,0.498
1.63E+12,2021-09-29T13.36.36.119,5.267,-0.629,0.692,0.498
1.63E+12,2021-09-29T13.36.36.123,5.271,-0.627,0.696,0.492
1.63E+12,2021-09-29T13.36.36.129,5.277,-0.626,0.69,0.489
1.63E+12,2021-09-29T13.36.36.133,5.281,-0.625,0.688,0.483
1.63E+12,2021-09-29T13.36.36.139,5.287,-0.623,0.692,0.483
1.63E+12,2021-09-29T13.36.36.143,5.291,-0.633,0.691,0.48
1.63E+12,2021-09-29T13.36.36.149,5.297,-0.634,0.688,0.479
1.63E+12,2021-09-29T13.36.36.154,5.302,-0.632,0.685,0.479
1.63E+12,2021-09-29T13.36.36.158,5.306,-0.622,0.691,0.475
1.63E+12,2021-09-29T13.36.36.164,5.312,-0.624,0.686,0.463
1.63E+12,2021-09-29T13.36.36.168,5.316,-0.625,0.683,0.452
1.63E+12,2021-09-29T13.36.36.174,5.322,-0.622,0.688,0.449
1.63E+12,2021-09-29T13.36.36.179,5.327,-0.628,0.691,0.435
1.63E+12,2021-09-29T13.36.36.184,5.332,-0.627,0.691,0.413
1.63E+12,2021-09-29T13.36.36.189,5.337,-0.619,0.701,0.392
1.63E+12,2021-09-29T13.36.36.193,5.341,-0.618,0.717,0.368
1.63E+12,2021-09-29T13.36.36.199,5.347,-0.606,0.734,0.353
1.63E+12,2021-09-29T13.36.36.203,5.351,-0.587,0.713,0.334
1.63E+12,2021-09-29T13.36.36.209,5.357,-0.609,0.567,0.224
1.63E+12,2021-09-29T13.36.36.214,5.362,-0.684,0.707,0.198
1.63E+12,2021-09-29T13.36.36.220,5.368,-0.619,0.679,0.207
